statename,Districtname,block,pincode,,
Andhra Pradesh,Vizianagaram,Garugubilli,535525,,
Andhra Pradesh,Vizianagaram,Gummalakshmipuram,535523,,
Andhra Pradesh,Vizianagaram,Gurla,535217,,
Andhra Pradesh,Vizianagaram,Gurla,535218,,
Andhra Pradesh,Vizianagaram,Gurla,535220,,
Andhra Pradesh,Vizianagaram,Jami,535214,,
Andhra Pradesh,Vizianagaram,Jiyyammavalasa,535526,,
Andhra Pradesh,Vizianagaram,Jiyyammavalasa,535594,,
Andhra Pradesh,Vizianagaram,Komarada,535521,,
Andhra Pradesh,Vizianagaram,Kurupam,535524,,
Andhra Pradesh,Vizianagaram,Kurupam,535534,,
Andhra Pradesh,Vizianagaram,L Kota,535161,,
Andhra Pradesh,Vizianagaram,Makkuva,535527,,
Andhra Pradesh,Vizianagaram,Makkuva,535547,,
Andhra Pradesh,Vizianagaram,Makkuva,535593,,
Andhra Pradesh,Vizianagaram,Meraka Mudidam,535102,,
Andhra Pradesh,Vizianagaram,Pachipenta,535591,,
Andhra Pradesh,Vizianagaram,Pachipenta,535592,,
Andhra Pradesh,Vizianagaram,Parvathipuram,535501,,
Andhra Pradesh,Vizianagaram,Parvathipuram,535502,,
Andhra Pradesh,Vizianagaram,Parvatipuram,535522,,
Andhra Pradesh,Vizianagaram,Pusapatirega,535204,,
Andhra Pradesh,Vizianagaram,S Kota,535148,,
Andhra Pradesh,Vizianagaram,Therlam,535126,,
Andhra Pradesh,Vizianagaram,Vepada,535281,,
Andhra Pradesh,Vizianagaram,Vizianagaram,535001,,
Andhra Pradesh,Vizianagaram,Vizianagaram,535002,,
Andhra Pradesh,Vizianagaram,Vizianagaram,535004,,
Andhra Pradesh,West Godavari,Akividu (mdl),534235,,
Andhra Pradesh,West Godavari,Atchanta (mdl),534123,,
Andhra Pradesh,West Godavari,Atchanta (mdl),534269,,
Andhra Pradesh,West Godavari,Attili (mdl),534134,,
Andhra Pradesh,West Godavari,Attili (mdl),534230,,
Andhra Pradesh,West Godavari,Bhimadole,534425,,
Andhra Pradesh,West Godavari,Bhimavaram,534201,,
Andhra Pradesh,West Godavari,Bhimavaram,534202,,
Andhra Pradesh,West Godavari,Bhimavaram,534208,,
Andhra Pradesh,West Godavari,Bhimavaram (mdl),534239,,
Andhra Pradesh,West Godavari,Bhimavaram(mdl),534207,,
Andhra Pradesh,West Godavari,Buttayagudem,534318,,
Andhra Pradesh,West Godavari,Buttayagudem,534448,,
Andhra Pradesh,West Godavari,Chagallu Mandal,534342,,
Andhra Pradesh,West Godavari,Chagallu Mandalam,534305,,
Andhra Pradesh,West Godavari,Chataparru,534004,,
Andhra Pradesh,West Godavari,Chebrole,534406,,
Andhra Pradesh,West Godavari,Chintalapudi,534460,,
Andhra Pradesh,West Godavari,D.tirumala,534426,,
Andhra Pradesh,West Godavari,Denduluru,534432,,
Andhra Pradesh,West Godavari,Devarapalli Mandal,534313,,
Andhra Pradesh,West Godavari,Devarapalli Mandalam,534316,,
Andhra Pradesh,West Godavari,Dharmajigudem,534462,,
Andhra Pradesh,West Godavari,Ellamanchili (mdl),534266,,
Andhra Pradesh,West Godavari,Ellamanchili (mdl),534268,,
Andhra Pradesh,West Godavari,Eluru,534001,,
Andhra Pradesh,West Godavari,Eluru,534002,,
Andhra Pradesh,West Godavari,Eluru,534003,,
Andhra Pradesh,West Godavari,Eluru,534005,,
Andhra Pradesh,West Godavari,Eluru,534006,,
Andhra Pradesh,West Godavari,Eluru,534007,,
Andhra Pradesh,West Godavari,Eluru,534427,,
Andhra Pradesh,West Godavari,Eluru,534442,,
Andhra Pradesh,West Godavari,Eluru,534450,,
Andhra Pradesh,West Godavari,Ganapavaram Mandal,534186,,
Andhra Pradesh,West Godavari,Ganapavaram Mandal,534197,,
Andhra Pradesh,West Godavari,Ganapavaram Mandal,534198,,
Andhra Pradesh,West Godavari,Ganapavaram Mandalam,534196,,
Andhra Pradesh,West Godavari,Gopalapuram Mandalam,534341,,
Andhra Pradesh,West Godavari,Iragavaram (mdl),534217,,
Andhra Pradesh,West Godavari,Iragavaram(mdl),534225,,
Andhra Pradesh,West Godavari,J.r.gudem,534447,,
Andhra Pradesh,West Godavari,J.r.gudem,534455,,
Andhra Pradesh,West Godavari,Jeelugumilli,534456,,
Andhra Pradesh,West Godavari,K.kota,534449,,
Andhra Pradesh,West Godavari,Kaikaram,534416,,
Andhra Pradesh,West Godavari,Kalla (mdl),534204,,
Andhra Pradesh,West Godavari,Kalla (mdl),534206,,
Andhra Pradesh,West Godavari,Kalla (mdl),534236,,
Andhra Pradesh,West Godavari,Kalla (mdl),534237,,
Andhra Pradesh,West Godavari,Kannapuram,534311,,
Andhra Pradesh,West Godavari,Kovvur,534350,,
Andhra Pradesh,West Godavari,Kovvuru Mandalam,534302,,
Andhra Pradesh,West Godavari,Kovvuru Mandalam,534340,,
Andhra Pradesh,West Godavari,Koyyalagudem,534312,,
Andhra Pradesh,West Godavari,Lakkavaram,534451,,
Andhra Pradesh,West Godavari,Mogalturu(mdl),534281,,
Andhra Pradesh,West Godavari,Nallajarla Mandal,534176,,
Andhra Pradesh,West Godavari,Nallajarla Mandalam,534112,,
Andhra Pradesh,West Godavari,Nallajerla,534111,,
Andhra Pradesh,West Godavari,Narasapuram,534275,,
Andhra Pradesh,West Godavari,Narsapur (mdl),534280,,
Andhra Pradesh,West Godavari,Nidadavole,534301,,
Andhra Pradesh,West Godavari,Nidadavole Mandalam,534329,,
Andhra Pradesh,West Godavari,Nidamarrumandalam,534195,,
Andhra Pradesh,West Godavari,Padapadu,534437,,
Andhra Pradesh,West Godavari,Palacole,534260,,
Andhra Pradesh,West Godavari,Palakoderu (mdl),534209,,
Andhra Pradesh,West Godavari,Palakoderu (mdl),534210,,
Andhra Pradesh,West Godavari,Palakoderu (mdl),534243,,
Andhra Pradesh,West Godavari,Palakoderu(mdl),534244,,
Andhra Pradesh,West Godavari,Palakol (mdl),534265,,
Andhra Pradesh,West Godavari,Pentapadu,534166,,
Andhra Pradesh,West Godavari,Pentapadu Mandal,534165,,
Andhra Pradesh,West Godavari,Pentapadu Mandalam,534146,,
Andhra Pradesh,West Godavari,Pentapadu Mandalam,534156,,
Andhra Pradesh,West Godavari,Penugonda (mdl),534320,,
Andhra Pradesh,West Godavari,Penugonda (mdl),534324,,
Andhra Pradesh,West Godavari,Penugonda (mdl),534326,,
Andhra Pradesh,West Godavari,Penumantra (mdl),534122,,
Andhra Pradesh,West Godavari,Penumantra (mdl),534124,,
Andhra Pradesh,West Godavari,Penumantra (mdl),534238,,
Andhra Pradesh,West Godavari,Peravali,534331,,
Andhra Pradesh,West Godavari,Peravali (mdl),534328,,
Andhra Pradesh,West Godavari,Peravali (mdl),534330,,
Andhra Pradesh,West Godavari,Poduru (mdl),534267,,
Andhra Pradesh,West Godavari,Poduru (mdl),534327,,
Andhra Pradesh,West Godavari,Poduru(mdl),534338,,
Andhra Pradesh,West Godavari,Pragadavaram,534461,,
Andhra Pradesh,West Godavari,Pulla,534401,,
Andhra Pradesh,West Godavari,T.narasapuram,534467,,
Andhra Pradesh,West Godavari,Tadepalligudem,534101,,
Andhra Pradesh,West Godavari,Tadepalligudem,534102,,
Andhra Pradesh,West Godavari,Tadepalligudem,534145,,
Andhra Pradesh,West Godavari,Tadikalapudi,534452,,
Andhra Pradesh,West Godavari,Tanuku,534211,,
Andhra Pradesh,West Godavari,Tanuku (mdl),534215,,
Andhra Pradesh,West Godavari,Tanuku (mdl),534218,,
Andhra Pradesh,West Godavari,U.varam(mdl),534227,,
Andhra Pradesh,West Godavari,Undi (mdl),534199,,
Andhra Pradesh,West Godavari,Velpur (mdl),534222,,
Andhra Pradesh,West Godavari,Vijaayrai,534475,,
Andhra Pradesh,West Godavari,Viravasaram (mdl),534245,,
Andhra Pradesh,West Godavari,Viravasaram (mdl),534247,,
Andhra Pradesh,West Godavari,Viravasaram(mdl),534240,,
Andhra Pradesh,West Godavari,Viravasaram(mdl),534250,,
Andhra Pradesh,West Godavari,Vundrajavaram (mdl),534216,,
Andhra Pradesh,West Godavari,Vunguturu,534411,,
Andhra Pradesh,West Godavari,,534126,,
Arunachal Pradesh,Changlang,Bordumsa,792056,,
Arunachal Pradesh,Changlang,Bubang,792120,,
Arunachal Pradesh,Changlang,Jairampur,792121,,
Arunachal Pradesh,Changlang,Miao,792122,,
Arunachal Pradesh,Changlang,Nampong,792123,,
Arunachal Pradesh,Changlang,Namsai,792103,,
Arunachal Pradesh,Changlang,Vijoynagar,792055,,
Arunachal Pradesh,Dibang Valley,Alinye,792101,,
Arunachal Pradesh,Dibang Valley,Roing,792110,,
Arunachal Pradesh,East Kameng,Seijosa,790103,,
Arunachal Pradesh,East Kameng,Seppa,790102,,
Arunachal Pradesh,East Siang,Mebo,791104,,
Arunachal Pradesh,East Siang,Pasighat,791102,,
Arunachal Pradesh,East Siang,Pasighat,791103,,
Arunachal Pradesh,Kurung Kumey,Chambang,791118,,
Arunachal Pradesh,Lohit,Chowkham,792102,,
Arunachal Pradesh,Lohit,Hayuliang,792104,,
Arunachal Pradesh,Lohit,Mahadevpur,792105,,
Arunachal Pradesh,Lohit,Sunpura,792111,,
Arunachal Pradesh,Lohit,Tezu,792001,,
Arunachal Pradesh,Lower Subansiri,Itanagar,791113,,
Arunachal Pradesh,Lower Subansiri,R N Project,791119,,
Arunachal Pradesh,Lower Subansiri,Ziro,791120,,
Arunachal Pradesh,Papum Pare,Balijan,791123,,
Arunachal Pradesh,Papum Pare,Diomukh,791112,,
Arunachal Pradesh,Papum Pare,Itanagar,791111,,
Arunachal Pradesh,Papum Pare,Kimin,791121,,
Arunachal Pradesh,Papum Pare,Naharlagun,791110,,
Arunachal Pradesh,Papum Pare,Nirjuli,791109,,
Arunachal Pradesh,Papum Pare,,790001,,
Arunachal Pradesh,Papum Pare,,791001,,
Arunachal Pradesh,Tawang,Jang,790105,,
Arunachal Pradesh,Tawang,Lumla,790106,,
Arunachal Pradesh,Tawang,Tawang,790104,,
Arunachal Pradesh,Tirap,Deomali,792129,,
Arunachal Pradesh,Tirap,Kanubari,792130,,
Arunachal Pradesh,Tirap,Longding,792131,,
Arunachal Pradesh,Upper Siang,Tuting,791105,,
Arunachal Pradesh,Upper Siang,Yingkiong,791002,,
Arunachal Pradesh,Upper Subansiri,Daporijo,791122,,
Arunachal Pradesh,West Kameng,Bhalukpong,790114,,
Arunachal Pradesh,West Kameng,Dirang,790101,,
Arunachal Pradesh,West Kameng,Kalaktang,790002,,
Arunachal Pradesh,West Kameng,Rupa,790003,,
Arunachal Pradesh,West Kameng,Tenga Market,790116,,
Arunachal Pradesh,West Siang,Bame,791101,,
Arunachal Pradesh,West Siang,Likabali,791125,,
Arunachal Pradesh,West Siang,Mechuka,791003,,
Assam,Barpeta,Baghmarabazar,781328,,
Assam,Barpeta,Baharihat,781302,,
Assam,Barpeta,Bajali,781325,,
Assam,Barpeta,Bajali,781367,,
Assam,Barpeta,Barpeta,781301,,
Assam,Barpeta,Barpetaroad,781315,,
Assam,Barpeta,Bhella,781309,,
Assam,Barpeta,Bhowanipur,781352,,
Assam,Barpeta,Howly,781316,,
Assam,Barpeta,Jalahghat,781327,,
Assam,Barpeta,Kalgachia,781319,,
Assam,Barpeta,Kokilabari,781330,,
Assam,Barpeta,Mandia,781308,,
Assam,Barpeta,Mayanbari,781321,,
Assam,Barpeta,Nagaon,781311,,
Assam,Barpeta,Nityananda,781329,,
Assam,Barpeta,Patacharkuchi,781326,,
Assam,Barpeta,Santinagar,781314,,
Assam,Barpeta,Sarthebari,781307,,
Assam,Barpeta,Sarupeta,781318,,
Assam,Barpeta,Simlaguri,781313,,
Assam,Barpeta,Sorbhog,781317,,
Assam,Barpeta,,781305,,
Assam,Barpeta,,781350,,
Assam,Bongaigaon,Abhayapuri,783384,,
Assam,Bongaigaon,B.s. Gram,783388,,
Assam,Bongaigaon,Baitamari,783382,,
Assam,Bongaigaon,Baitamari,783383,,
Assam,Bongaigaon,Baitamari,783389,,
Assam,Bongaigaon,Bengtal,783394,,
Assam,Bongaigaon,Bijni,783360,,
Assam,Bongaigaon,Bijni,783381,,
Assam,Bongaigaon,Bijni,783390,,
Assam,Bongaigaon,Bijni,783393,,
Assam,Bongaigaon,Boitamari,783391,,
Assam,Bongaigaon,Bongaigaon,783380,,
Assam,Bongaigaon,Bongaigaon,783385,,
Assam,Bongaigaon,Dudhnoi,783134,,
Assam,Bongaigaon,Manikpur,783392,,
Assam,Bongaigaon,Sidli Chirang,783373,,
Assam,Cachar,Cleaver House,788112,,
Assam,Cachar,Dalu,788111,,
Assam,Cachar,Silchar,788003,,
Assam,Cachar,Silchar,788005,,
Assam,Cachar,,788001,,
Assam,Cachar,,788002,,
Assam,Cachar,,788004,,
Assam,Cachar,,788006,,
Assam,Cachar,,788007,,
Assam,Cachar,,788009,,
Assam,Cachar,,788010,,
Assam,Cachar,,788011,,
Assam,Cachar,,788013,,
Assam,Cachar,,788014,,
Assam,Cachar,,788015,,
Assam,Cachar,,788025,,
Assam,Cachar,,788026,,
Assam,Cachar,,788030,,
Assam,Cachar,,788031,,
Assam,Cachar,,788098,,
Assam,Cachar,,788099,,
Assam,Cachar,,788101,,
Assam,Cachar,,788102,,
Assam,Cachar,,788103,,
Assam,Cachar,,788104,,
Assam,Cachar,,788106,,
Assam,Cachar,,788107,,
Assam,Cachar,,788108,,
Assam,Cachar,,788109,,
Assam,Cachar,,788110,,
Assam,Cachar,,788113,,
Assam,Cachar,,788114,,
Assam,Cachar,,788115,,
Assam,Cachar,,788116,,
Assam,Cachar,,788118,,
Assam,Cachar,,788119,,
Assam,Cachar,,788120,,
Assam,Cachar,,788121,,
Assam,Cachar,,788123,,
Assam,Cachar,,788126,,
Assam,Cachar,,788127,,
Assam,Cachar,,788151,,
Assam,Cachar,,788804,,
Assam,Cachar,,788805,,
Assam,Cachar,,788815,,
Assam,Cachar,,788816,,
Assam,Cachar,,788817,,
Assam,Darrang,Atterikhat,784527,,
Assam,Darrang,Bhairabkunda,784513,,
Assam,Darrang,Bhakatpara,784190,,
Assam,Darrang,Dalgaon,784116,,
Assam,Darrang,Deomornoi,784147,,
Assam,Darrang,Dhula,784146,,
Assam,Darrang,Dimakuchi,784526,,
Assam,Darrang,Duni,784148,,
Assam,Darrang,Harisinga,784510,,
Assam,Darrang,Hatigarh,784524,,
Assam,Darrang,Kalaigaon,784525,,
Assam,Darrang,Kharupetiaghat,784115,,
Assam,Darrang,Khoirabari,784522,,
Assam,Darrang,Kopati,784113,,
Assam,Darrang,Lalpul Bazar,784514,,
Assam,Darrang,Mangaldoi,784125,,
Assam,Darrang,Mangaldoi,784529,,
Assam,Darrang,Mazbat,784507,,
Assam,Darrang,Orang,784114,,
Assam,Darrang,Panerihat,784523,,
Assam,Darrang,Pathorighat,784144,,
Assam,Darrang,Purani Tangla,784528,,
Assam,Darrang,Rowta,784508,,
Assam,Darrang,Sipajhar,784145,,
Assam,Darrang,Tangla,784521,,
Assam,Darrang,Udalguri,784509,,
Assam,Dhemaji,Bordoloni,787026,,
Assam,Dhemaji,Dhemaji,787057,,
Assam,Dhemaji,Gerukamukh,787035,,
Assam,Dhemaji,Ghilamara,787053,,
Assam,Dhemaji,Gogamukh,787034,,
Assam,Dhemaji,Jonai,787060,,
Assam,Dhemaji,Machkhowa,787058,,
Assam,Dhemaji,Silapathar,787059,,
Assam,Dhemaji,Simen Chapori,787061,,
Assam,Dhemaji,Sissiborgaon,787110,,
Assam,Dhubri,Agamoni,783335,,
Assam,Dhubri,Bagribari,783337,,
Assam,Dhubri,Bagribari,783349,,
Assam,Dhubri,Bilasipara,783345,,
Assam,Dhubri,Bilasipara,783348,,
Assam,Dhubri,Chapar Salkocha,783371,,
Assam,Dhubri,Debitala,783339,,
Assam,Dhubri,Dhubri,783301,,
Assam,Dhubri,Dhubri,783323,,
Assam,Dhubri,Dhubri,783324,,
Assam,Dhubri,Dhubri,783325,,
Assam,Dhubri,Fekamari,783128,,
Assam,Dhubri,Fekamari,783135,,
Assam,Dhubri,Golakganj,783334,,
Assam,Dhubri,Mankachar,783131,,
Assam,Dhubri,Rupshi,783331,,
Assam,Dhubri,Salmara South,783127,,
Assam,Dhubri,Salmara South,783330,,
Assam,Dibrugarh,Bamunbari,786613,,
Assam,Dibrugarh,Barabruah,786007,,
Assam,Dibrugarh,Barbarua,786006,,
Assam,Dibrugarh,Chabua,786102,,
Assam,Dibrugarh,Chabua,786183,,
Assam,Dibrugarh,Chabua,786184,,
Assam,Dibrugarh,Dibrugarh,786001,,
Assam,Dibrugarh,Dibrugarh,786002,,
Assam,Dibrugarh,Dibrugarh,786003,,
Assam,Dibrugarh,Dibrugarh,786004,,
Assam,Dibrugarh,Dibrugarh,786005,,
Assam,Dibrugarh,Dibrugarh,786008,,
Assam,Dibrugarh,Dibrugarh,786610,,
Assam,Dibrugarh,Dikom,786101,,
Assam,Dibrugarh,Duliajan,786602,,
Assam,Dibrugarh,Duliajan,786692,,
Assam,Dibrugarh,Jeypore,786614,,
Assam,Dibrugarh,Khiowang,785676,,
Assam,Dibrugarh,Khowang,785675,,
Assam,Dibrugarh,Lahoal,786010,,
Assam,Dibrugarh,Lahoal,,286,
Assam,Dibrugarh,Mohanbari,786012,,
Assam,Dibrugarh,Nagaon,782128,,
Assam,Dibrugarh,Naharkatia,786191,,
Assam,Dibrugarh,Naholia,786621,,
Assam,Dibrugarh,Namrup,786622,,
Assam,Dibrugarh,Parbatpur,786623,,
Assam,Dibrugarh,Rajgarh,786611,,
Assam,Dibrugarh,Tengakhat,786103,,
Assam,Dibrugarh,Tinghkhong,786612,,
Assam,Dibrugarh,Tinsukia,786189,,
Assam,Goalpara,Balijana,783120,,
Assam,Goalpara,Balijana,783126,,
Assam,Goalpara,Dudhnai,783124,,
Assam,Goalpara,Dudhnoi,783122,,
Assam,Goalpara,Goalpara,783101,,
Assam,Goalpara,Goalpara,783121,,
Assam,Goalpara,Khusdhowa,783123,,
Assam,Goalpara,Lakhipur,783129,,
Assam,Goalpara,Lakhipur,783132,,
Assam,Goalpara,Matia,783125,,
Assam,Goalpara,Matia,783133,,
Assam,Goalpara,Rangjuli,783130,,
Assam,Golaghat,Bkt,785612,,
Assam,Golaghat,Glgt,785702,,
Assam,Golaghat,Glt,785601,,
Assam,Golaghat,Glt,785602,,
Assam,Golaghat,Glt,785603,,
Assam,Golaghat,Glt,785609,,
Assam,Golaghat,Glt,785610,,
Assam,Golaghat,Glt,785611,,
Assam,Golaghat,Glt,785613,,
Assam,Golaghat,Glt,785614,,
Assam,Golaghat,Glt,785615,,
Assam,Golaghat,Glt,785618,,
Assam,Golaghat,Glt,785619,,
Assam,Golaghat,Glt,785622,,
Assam,Golaghat,Glt,785625,,
Assam,Golaghat,Glt,785626,,
Assam,Golaghat,Glt,785699,,
Assam,Golaghat,Glt,785703,,
Assam,Golaghat,Golaghat,785621,,
Assam,Golaghat,Jorhat,785104,,
Assam,Golaghat,Sibsagar,785691,,
Assam,Golaghat,Svs,785671,,
Assam,Golaghat,,785705,,
Assam,Hailakandi,,788117,,
Assam,Hailakandi,,788150,,
Assam,Hailakandi,,788152,,
Assam,Hailakandi,,788155,,
Assam,Hailakandi,,788156,,
Assam,Hailakandi,,788160,,
Assam,Hailakandi,,788161,,
Assam,Hailakandi,,788162,,
Assam,Hailakandi,,788163,,
Assam,Hailakandi,,788164,,
Assam,Hailakandi,,788165,,
Assam,Hailakandi,,788168,,
Assam,Hailakandi,,788734,,
Assam,Hailakandi,,788735,,
Assam,Hailakandi,,788736,,
Assam,Hailakandi,,788737,,
Assam,Hailakandi,,788801,,
Assam,Hailakandi,,788802,,
Assam,Jorhat,Jorhat,785001,,
Assam,Jorhat,Jorhat,785004,,
Assam,Jorhat,Jorhat,785006,,
Assam,Jorhat,Jorhat,785007,,
Assam,Jorhat,Jorhat,785008,,
Assam,Jorhat,Jorhat,785009,,
Assam,Jorhat,Jorhat,785010,,
Assam,Jorhat,Jorhat,785013,,
Assam,Jorhat,Jorhat,785014,,
Assam,Jorhat,Jorhat,785015,,
Assam,Jorhat,Jorhat,785101,,
Assam,Jorhat,Jorhat,785102,,
Assam,Jorhat,Jorhat,785106,,
Assam,Jorhat,Jorhat,785107,,
Assam,Jorhat,Jorhat,785108,,
Assam,Jorhat,Jorhat,785111,,
Assam,Jorhat,Jorhat,785112,,
Assam,Jorhat,Jorhat,785616,,
Assam,Jorhat,Jorhat,785631,,
Assam,Jorhat,Jorhat,785633,,
Assam,Jorhat,Jorhat,785634,,
Assam,Jorhat,Jorhat,785635,,
Assam,Jorhat,Jorhat,785636,,
Assam,Jorhat,Jorhat,785700,,
Assam,Jorhat,Jorhat,785704,,
Assam,Jorhat,Majuli,785105,,
Assam,Jorhat,Majuli,785110,,
Assam,Jorhat,Svs,785666,,
Assam,Jorhat,Titabor,785630,,
Assam,Jorhat,Titabor,785632,,
Assam,Kamrup,Bezera Block,781030,,
Assam,Kamrup,Bezera Block,781031,,
Assam,Kamrup,Bezera Block,781101,,
Assam,Kamrup,Bezera Block,781121,,
Assam,Kamrup,Bezera Block,781381,,
Assam,Kamrup,Boko,781123,,
Assam,Kamrup,Boko,781135,,
Assam,Kamrup,Boko,781136,,
Assam,Kamrup,Bongaon,781141,,
Assam,Kamrup,Chaini ( Jharobari),781122,,
Assam,Kamrup,Chamaria,781127,,
Assam,Kamrup,Chandrapur Block,781150,,
Assam,Kamrup,Chhaygaon Pantan,781124,,
Assam,Kamrup,Dakhin Sarubanswar ( Rampur),781134,,
Assam,Kamrup,Dakhin Sarubanswar Mauza,781137,,
Assam,Kamrup,Gmc,781001,,
Assam,Kamrup,Gmc,781003,,
Assam,Kamrup,Gmc,781004,,
Assam,Kamrup,Gmc,781005,,
Assam,Kamrup,Gmc,781006,,
Assam,Kamrup,Gmc,781007,,
Assam,Kamrup,Gmc,781008,,
Assam,Kamrup,Gmc,781009,,
Assam,Kamrup,Gmc,781010,,
Assam,Kamrup,Gmc,781011,,
Assam,Kamrup,Gmc,781012,,
Assam,Kamrup,Gmc,781014,,
Assam,Kamrup,Gmc,781015,,
Assam,Kamrup,Gmc,781016,,
Assam,Kamrup,Gmc,781017,,
Assam,Kamrup,Gmc,781018,,
Assam,Kamrup,Gmc,781019,,
Assam,Kamrup,Gmc,781020,,
Assam,Kamrup,Gmc,781021,,
Assam,Kamrup,Gmc,781022,,
Assam,Kamrup,Gmc,781024,,
Assam,Kamrup,Gmc,781025,,
Assam,Kamrup,Gmc,781026,,
Assam,Kamrup,Gmc,781027,,
Assam,Kamrup,Gmc,781028,,
Assam,Kamrup,Gmc,781029,,
Assam,Kamrup,Gmc,781032,,
Assam,Kamrup,Gmc,781034,,
Assam,Kamrup,Gmc,781035,,
Assam,Kamrup,Gmc,781036,,
Assam,Kamrup,Gmc,781037,,
Assam,Kamrup,Gmc,781038,,
Assam,Kamrup,Gmc,781039,,
Assam,Kamrup,Gmc,781171,,
Assam,Kamrup,Goreswar Block,781364,,
Assam,Kamrup,Goreswar Block,781366,,
Assam,Kamrup,Hajo Block,781102,,
Assam,Kamrup,Hajo Block,781103,,
Assam,Kamrup,Hajo Block,781104,,
Assam,Kamrup,Hajo Block,781382,,
Assam,Kamrup,Jalukbari Lac,781013,,
Assam,Kamrup,Jharobari Block,781120,,
Assam,Kamrup,Jharobari Block,781125,,
Assam,Kamrup,Kamalpur,781380,,
Assam,Kamrup,Kamalpur Block Taluk of Kamrup,781133,,
Assam,Kamrup,Luki ( Boko Block),781129,,
Assam,Kamrup,Rampur,781132,,
Assam,Kamrup,Rangia Block,781354,,
Assam,Kamrup,Rangia Block,781365,,
Assam,Kamrup,Rangia Block,781376,,
Assam,Kamrup,Rani Block,781131,,
Assam,Kamrup,Rani Block ( Palasbari Circle),781128,,
Assam,Kamrup,Sonapur Block,781023,,
Assam,Kamrup,Sonapur Block,782401,,
Assam,Kamrup,Sonapur Block,782402,,
Assam,Kamrup,Sonapur Block,782403,,
Assam,Kamrup,,781040,,
Assam,Karbi Anglong,Bokajan,782480,,
Assam,Karbi Anglong,Bokajan,782490,,
Assam,Karbi Anglong,Diphu,782139,,
Assam,Karbi Anglong,Diphu,782410,,
Assam,Karbi Anglong,Diphu,782425,,
Assam,Karbi Anglong,Diphu,782441,,
Assam,Karbi Anglong,Diphu,782447,,
Assam,Karbi Anglong,Diphu,782460,,
Assam,Karbi Anglong,Diphu,782461,,
Assam,Karbi Anglong,Diphu,782462,,
Assam,Karbi Anglong,Diphu,782470,,
Assam,Karbi Anglong,Diphu,782481,,
Assam,Karbi Anglong,Diphu,782482,,
Assam,Karbi Anglong,Donka,782435,,
Assam,Karbi Anglong,Donka,782446,,
Assam,Karbi Anglong,Donka,782448,,
Assam,Karbi Anglong,Donka,782485,,
Assam,Karbi Anglong,Hamren,782450,,
Assam,Karbi Anglong,Hamren,782486,,
Assam,Karbi Anglong,Hojai,782442,,
Assam,Karimganj,Karimanj,788710,,
Assam,Karimganj,,788166,,
Assam,Karimganj,,788701,,
Assam,Karimganj,,788709,,
Assam,Karimganj,,788711,,
Assam,Karimganj,,788712,,
Assam,Karimganj,,788713,,
Assam,Karimganj,,788719,,
Assam,Karimganj,,788720,,
Assam,Karimganj,,788722,,
Assam,Karimganj,,788723,,
Assam,Karimganj,,788724,,
Assam,Karimganj,,788725,,
Assam,Karimganj,,788726,,
Assam,Karimganj,,788727,,
Assam,Karimganj,,788728,,
Assam,Karimganj,,788733,,
Assam,Karimganj,,788781,,
Assam,Karimganj,,788803,,
Assam,Karimganj,,788806,,
Assam,Kokrajhar,Bengtal,783375,,
Assam,Kokrajhar,Bhowraguri,783336,,
Assam,Kokrajhar,Dotma,783346,,
Assam,Kokrajhar,Dotma,783347,,
Assam,Kokrajhar,Dotma,783354,,
Assam,Kokrajhar,Dotoma,783372,,
Assam,Kokrajhar,Gossaigaon,783333,,
Assam,Kokrajhar,Gossaigaon,783350,,
Assam,Kokrajhar,Gossaigaon,783361,,
Assam,Kokrajhar,Hatidhura,783332,,
Assam,Kokrajhar,Kokrajhar,783369,,
Assam,Kokrajhar,Kokrajhar,783370,,
Assam,Kokrajhar,Kokrajhar,783376,,
Assam,Lakhimpur,Badati,784161,,
Assam,Lakhimpur,Bhogpur,787033,,
Assam,Lakhimpur,Bihupuria,784164,,
Assam,Lakhimpur,Boginadi,787032,,
Assam,Lakhimpur,Dhakuakhana,787055,,
Assam,Lakhimpur,Dhalpur,784165,,
Assam,Lakhimpur,Isalmgaon,787054,,
Assam,Lakhimpur,Lakhimpur,787023,,
Assam,Lakhimpur,Lakhimpur,787031,,
Assam,Lakhimpur,Lakhimpur,787051,,
Assam,Lakhimpur,Lakhimpur,787052,,
Assam,Lakhimpur,Laluk,784160,,
Assam,Lakhimpur,North Lakhimpur,787001,,
Assam,Lakhimpur,Pathalipahar,784163,,
Assam,Lakhimpur,Pathalipam,787056,,
Assam,Marigaon,Bhuragaon,782121,,
Assam,Marigaon,Jagiroad,782413,,
Assam,Marigaon,Morigaon,782001,,
Assam,Marigaon,Morigaon,782103,,
Assam,Marigaon,Morigaon,782104,,
Assam,Marigaon,Morigaon,782105,,
Assam,Marigaon,Morigaon,782106,,
Assam,Marigaon,Morigaon,782126,,
Assam,Marigaon,Morigaon,782127,,
Assam,Marigaon,Morigaon,782411,,
Assam,Marigaon,Morigaon,782412,,
Assam,Nagaon,Ambagan,782120,,
Assam,Nagaon,Dhing,782123,,
Assam,Nagaon,Diphu,782136,,
Assam,Nagaon,Doboka,782440,,
Assam,Nagaon,Hojai,782429,,
Assam,Nagaon,Hojai,782439,,
Assam,Nagaon,Hojai,782445,,
Assam,Nagaon,Kaliabor,782137,,
Assam,Nagaon,Kampur,782426,,
